module,skill,display-name,menu-code,description,action,args,phase,after,before,required,output-location,outputs
Lens,bmad-lens-feature-yaml,manage-feature-yaml,FY,Read/write feature.yaml files atomically,read,[subcommand] [--feature-id] [--dry-run],anytime,,,false,,feature.yaml
Lens,bmad-lens-git-state,read-git-state,GS,Read branch commit and working tree state,feature-state,[--governance-dir] [--feature-id],anytime,,,false,,git state JSON
Lens,bmad-lens-git-orchestration,orchestrate-git,GO,Execute multi-step git workflows atomically,create-feature-branches,[subcommand] [--feature-id] [--dry-run],anytime,,,false,,git operations log
Lens,bmad-lens-constitution,load-constitution,CO,Load governance rules and workflow defaults,resolve,[--governance-dir],anytime,,,false,,constitution YAML
Lens,bmad-lens-theme,apply-theme,TH,Apply visual theme to Lens output,load,[--theme] [--dry-run],anytime,,,false,,theme config
Lens,bmad-lens-init-feature,init-feature,IF,Initialize a new feature with 2-branch topology and governance entries,create,<featureId> [--domain] [--service] --track <track> [--dry-run],anytime,,bmad-lens-next:suggest,false,,"feature.yaml, feature-index.yaml entry, git commands"
Lens,bmad-lens-target-repo,target-repo,TR,Provision or register a feature target repo and persist it to inventory plus feature metadata,provision,<featureId> --repo-name <name> [--owner <owner>|--remote-url <url>] [--create-remote] [--local-path <path>] [--dry-run],anytime,bmad-lens-init-feature:create,bmad-lens-dev:implement,false,,"repo-inventory.yaml entry, target_repos metadata, cloned repo"
Lens,bmad-lens-init-feature,pull-context,PC,Pull cross-feature context (summaries deps constitution) for a feature,fetch-context,<featureId> [--governance-dir],anytime,bmad-lens-init-feature:create,,false,,context JSON
Lens,bmad-lens-log-problem,log-problem,LG,Capture a problem or blocker in the feature's problem log,log,<featureId> <description> [--phase] [--category] [--dry-run],anytime,,,false,,problems.md entry
Lens,bmad-lens-next,next-action,NA,Resolve the one unblocked next command for the current feature and auto-delegate into it,suggest,[featureId] [--governance-dir],anytime,,,false,,delegated command or blocker report
Lens,bmad-lens-batch,batch,BT,Generate or resume a two-pass batch intake for the current planning target,run,[featureId] [--target <current|preplan|businessplan|techplan|finalizeplan|expressplan>],anytime,,,false,,{target}-batch-input.md or resumed planning target
Lens,bmad-lens-switch,switch-feature,FE,Switch the active Lens feature context,switch,<featureId> [--governance-dir],anytime,,,false,,context paths JSON
Lens,bmad-lens-switch,list-features,LF,List all features with status and staleness info,list,[--status] [--governance-dir],anytime,,,false,,features list JSON
Lens,bmad-lens-help,contextual-help,HE,Show phase-filtered help for the current lifecycle state,contextual,[--phase] [--track],anytime,,,false,,help table
Lens,bmad-lens-help,search-help,SH,Search help topics by keyword,search,--query <text>,anytime,,,false,,ranked help results
Lens,bmad-lens-help,all-help,AH,Show all available help topics grouped by category,all,,anytime,,,false,,full help table
Lens,bmad-lens-pause-resume,pause,PA,Pause the current feature preserving state,pause,<featureId> --reason <text> [--dry-run],anytime,,bmad-lens-pause-resume:resume,false,,feature.yaml paused state
Lens,bmad-lens-pause-resume,resume,RS,Resume a paused feature restoring context,resume,<featureId> [--dry-run],anytime,bmad-lens-pause-resume:pause,,false,,feature.yaml active state
Lens,bmad-lens-pause-resume,pause-status,PT,Check pause state and reason for a feature,status,<featureId>,anytime,,,false,,pause status JSON
Lens,bmad-lens-retrospective,analyze-problems,AP,Analyze problem log patterns and frequencies,analyze,<featureId> [--governance-dir],anytime,bmad-lens-log-problem:log,,false,,analysis JSON
Lens,bmad-lens-retrospective,generate-report,GR,Generate a narrative retrospective report,generate-report,<featureId> [--governance-dir],anytime,bmad-lens-retrospective:analyze,,false,,retrospective-report.md
Lens,bmad-lens-retrospective,update-insights,UI,Append lessons learned to the governance insights store,update-insights,<featureId> [--governance-dir] [--dry-run],anytime,bmad-lens-retrospective:generate-report,,false,,insights.md entry
Lens,bmad-lens-complete,complete-doc-check,CK,Run wrapped project documentation gate before archival,check-preconditions,<featureId> [--governance-dir],anytime,bmad-lens-finalizeplan:plan,bmad-lens-complete:finalize,false,,feature-scoped project docs
Lens,bmad-lens-complete,finalize-feature,FF,Confirm gate and archive a completed feature,finalize,<featureId> [--dry-run],anytime,bmad-lens-complete:check-preconditions,,false,,archived feature
Lens,bmad-lens-move-feature,move-feature,MF,Relocate a feature to a new domain/service with reference patching,move,<featureId> --target-domain <d> [--target-service <s>] [--dry-run],anytime,,,false,,"moved feature, updated references"
Lens,bmad-lens-move-feature,list-references,LR,List all cross-references to a feature across the governance repo,list-references,<featureId> [--governance-dir],anytime,,,false,,references list JSON
Lens,bmad-lens-split-feature,validate-split,VS,Validate story IDs for splitting blocking on in-progress stories,validate-split,<featureId> --story-ids <ids> [--governance-dir],anytime,,bmad-lens-split-feature:create-split-feature,false,,validation JSON
Lens,bmad-lens-split-feature,split-feature,SL,Create a new feature from a subset of stories,create-split-feature,<featureId> --new-feature-id <id> --story-ids <ids> [--dry-run],anytime,bmad-lens-split-feature:validate-split,,false,,"new feature.yaml, index entry"
Lens,bmad-lens-split-feature,move-stories,MS,Move story files from source to split feature,move-stories,<source> --target <id> --story-ids <ids> [--dry-run],anytime,bmad-lens-split-feature:create-split-feature,,false,,moved story files
Lens,bmad-lens-dashboard,collect-data,CD,Collect cross-feature data from feature-index.yaml,collect,[--governance-dir],anytime,,bmad-lens-dashboard:generate,false,,features data JSON
Lens,bmad-lens-dashboard,dependency-graph,DG,Build dependency graph data for all features,dependency-data,[--governance-dir],anytime,,bmad-lens-dashboard:generate,false,,dependency graph JSON
Lens,bmad-lens-dashboard,generate-dashboard,GD,Generate self-contained HTML dashboard for all features,generate,[--governance-dir] --output <path>,anytime,bmad-lens-dashboard:collect,,false,output_folder,dashboard.html
Lens,bmad-lens-discover,discover,DR,Sync TargetProjects with governance repo inventory,sync,[--headless|-H] [--dry-run],anytime,,,false,,repo inventory sync report
Lens,bmad-lens-onboard,preflight,PK,Check prerequisites before governance repo setup,preflight,--governance-dir <path>,anytime,,bmad-lens-onboard:scaffold,true,,preflight check results
Lens,bmad-lens-onboard,preflight-only,PO,Run shared workspace preflight sync and validation,preflight,uv run ./_bmad/lens-work/scripts/preflight.py [--caller <name>] [--governance-path <path>],anytime,,,false,,preflight console output
Lens,bmad-lens-onboard,onboard,NB,Run shared preflight and show role-aware next steps,preflight,uv run ./_bmad/lens-work/scripts/preflight.py --caller onboard,anytime,,,true,,preflight console output + next-step guidance
Lens,bmad-lens-onboard,write-config,WC,Write user preferences to user-profile.md and config.user.yaml,write-config,--governance-dir <path> --username <n> [--dry-run],anytime,bmad-lens-onboard:scaffold,,false,,"user-profile.md, config.user.yaml"
Lens,bmad-lens-migrate,scan-legacy,SC,Scan for legacy LENS v3 branches and build migration plan,scan,[--governance-dir],anytime,,bmad-lens-migrate:migrate-feature,false,,migration plan JSON
Lens,bmad-lens-migrate,migrate-feature,MI,Migrate a single legacy feature to the new 2-branch topology,migrate-feature,<featureId> [--governance-dir] [--dry-run],anytime,bmad-lens-migrate:scan,,false,,"migrated feature, index entry"
Lens,bmad-lens-migrate,check-conflicts,CC,Check for naming conflicts before migration,check-conflicts,[--governance-dir],anytime,bmad-lens-migrate:scan,bmad-lens-migrate:migrate-feature,false,,conflicts JSON
Lens,bmad-lens-log-problem,resolve-problem,RP,Mark a logged problem as resolved,resolve,<featureId> --problem-id <id> [--resolution <text>] [--dry-run],anytime,bmad-lens-log-problem:log,,false,,resolved problem entry
Lens,bmad-lens-log-problem,list-problems,LL,List logged problems for a feature with status filter,list,<featureId> [--status open|resolved] [--governance-dir],anytime,,,false,,problems list JSON
Lens,bmad-lens-complete,archive-status,AR,Check whether a feature has been archived,archive-status,<featureId> [--governance-dir],anytime,bmad-lens-complete:finalize,,false,,archive status JSON
Lens,bmad-lens-move-feature,patch-references,PH,Patch cross-references to a feature after it has been moved,patch-references,<featureId> --old-path <p> --new-path <p> [--dry-run],anytime,bmad-lens-move-feature:move,,false,,patched reference count
Lens,bmad-lens-preplan,preplan,QP,Run PrePlan phase — brainstorm research and product brief for a feature,plan,<featureId> [--mode interactive|batch],phase-1,bmad-lens-init-feature:create,bmad-lens-businessplan:plan,false,,"product-brief.md, research.md, brainstorm.md"
Lens,bmad-lens-businessplan,businessplan,LB,Run BusinessPlan phase — publish PrePlan context then hand off to native PRD or UX planning sessions,plan,<featureId> [--mode interactive|batch],phase-2,bmad-lens-preplan:plan,bmad-lens-techplan:plan,false,,"prd.md, ux-design.md"
Lens,bmad-lens-techplan,techplan,LT,Run TechPlan phase — publish BusinessPlan context then hand off to the native architecture session,plan,<featureId> [--mode interactive|batch],phase-3,bmad-lens-businessplan:plan,bmad-lens-finalizeplan:plan,false,,architecture.md
Lens,bmad-lens-adversarial-review,adversarial-review,RV,Run lifecycle adversarial review with a party-mode blind-spot challenge,review,<featureId> [--phase current|preplan|businessplan|techplan|finalizeplan|expressplan] [--source manual-rerun|phase-complete],anytime,,,false,,"preplan-adversarial-review.md, businessplan-adversarial-review.md, techplan-adversarial-review.md, finalizeplan-review.md, expressplan-adversarial-review.md"
Lens,bmad-lens-finalizeplan,finalizeplan,FZ,Run FinalizePlan phase — review bundled planning outputs and PR handoff for a feature,plan,<featureId> [--mode interactive|batch],phase-4,bmad-lens-techplan:plan,,false,,"finalizeplan-review.md, epics.md, stories.md, implementation-readiness.md, sprint-status.yaml, stories/"
Lens,bmad-lens-expressplan,expressplan,LE,Run ExpressPlan phase — QuickPlan via Lens wrapper then adversarial review then FinalizePlan,plan,<featureId> [--mode interactive|batch],phase-express,bmad-lens-init-feature:create,,false,,"business-plan.md, tech-plan.md, sprint-plan.md, expressplan-adversarial-review.md"
Lens,bmad-lens-dev,dev,DV,Launch Dev phase — epic-level implementation loop with story management,implement,<featureId> [--epic],delegation,bmad-lens-finalizeplan:plan,,false,,implementation artifacts
Lens,bmad-lens-bmad-skill,bmad-brainstorming,BBS,Run BMAD brainstorming with Lens governance context,brainstorming,<featureId>,preplan,,,false,feature.yaml.docs.path,brainstorming session
Lens,bmad-lens-bmad-skill,bmad-product-brief,BPF,Run BMAD product brief with Lens governance context,product-brief,<featureId>,preplan,,,false,feature.yaml.docs.path,product brief
Lens,bmad-lens-bmad-skill,bmad-domain-research,BDR,Run BMAD domain research with Lens governance context,domain-research,<featureId>,preplan,,,false,feature.yaml.docs.path,domain research
Lens,bmad-lens-bmad-skill,bmad-market-research,BMR,Run BMAD market research with Lens governance context,market-research,<featureId>,preplan,,,false,feature.yaml.docs.path,market research
Lens,bmad-lens-bmad-skill,bmad-technical-research,BTR,Run BMAD technical research with Lens governance context,technical-research,<featureId>,preplan,,,false,feature.yaml.docs.path,technical research
Lens,bmad-lens-bmad-skill,bmad-create-prd,BPR,Run BMAD create PRD with Lens governance context,create-prd,<featureId>,businessplan,,,false,feature.yaml.docs.path,prd
Lens,bmad-lens-bmad-skill,bmad-create-ux-design,BUX,Run BMAD create UX design with Lens governance context,create-ux-design,<featureId>,businessplan,,,false,feature.yaml.docs.path,ux design
Lens,bmad-lens-bmad-skill,bmad-create-architecture,BAR,Run BMAD create architecture with Lens governance context,create-architecture,<featureId>,techplan,,,false,feature.yaml.docs.path,architecture
Lens,bmad-lens-bmad-skill,bmad-create-epics-and-stories,BES,Run BMAD create epics and stories with Lens governance context,create-epics-and-stories,<featureId>,finalizeplan,,,false,feature.yaml.docs.path,"epics and stories"
Lens,bmad-lens-bmad-skill,bmad-check-implementation-readiness,BIR,Run BMAD implementation readiness with Lens governance context,check-implementation-readiness,<featureId>,finalizeplan,,,false,feature.yaml.docs.path,implementation readiness
Lens,bmad-lens-bmad-skill,bmad-sprint-planning,BSP,Run BMAD sprint planning with Lens governance context,sprint-planning,<featureId>,finalizeplan,,,false,docs/implementation-artifacts,sprint status
Lens,bmad-lens-bmad-skill,bmad-create-story,BST,Run BMAD create story with Lens governance context,create-story,<featureId>,finalizeplan,,,false,docs/implementation-artifacts,story files
Lens,bmad-lens-document-project,bmad-document-project,DC,Run BMAD document-project with Lens feature docs scope and governance mirroring,document-project,[featureId],anytime,,,false,feature.yaml.docs.path,"project-overview.md, index.md"
Lens,bmad-lens-bmad-skill,bmad-quick-dev,BQD,Run BMAD quick dev with Lens governance context,quick-dev,<featureId>,dev,,,false,docs/implementation-artifacts,"spec and implementation"
Lens,bmad-lens-bmad-skill,bmad-code-review,BCR,Run BMAD code review with Lens governance context,code-review,<featureId>,dev,,,false,docs/implementation-artifacts,review findings
Lens,bmad-lens-sensing,sensing,SN,Run cross-initiative overlap detection,detect,[--governance-dir],anytime,,,false,,sensing report
Lens,bmad-lens-audit,audit,AA,Run cross-initiative compliance audit dashboard,audit,[--governance-dir],anytime,,,false,docs/reports/lens-work/quality-scan,audit report
Lens,bmad-lens-approval-status,approval-status,AS,Show pending promotion PR approval state and review status,check,[--governance-dir],anytime,,,false,,approval status JSON
Lens,bmad-lens-module-management,module-management,MM,Check module version and clarify legacy branch migration status,check,,anytime,,,false,,version check results
Lens,bmad-lens-rollback,rollback,RB,Safely roll back to a previous lifecycle phase,rollback,<featureId> [--target-phase] [--dry-run],anytime,,,false,,rollback results
Lens,bmad-lens-upgrade,upgrade,UG,Migrate control repo schema to current version or route legacy branches to lens-migrate,upgrade,[--dry-run],anytime,,,false,,migration results
Lens,bmad-lens-new-domain,new-domain,ND,Create a new domain scaffold and register it with Lens,new-domain,<domainId> [--dry-run],anytime,,,false,,domain scaffold and governance updates
Lens,bmad-lens-new-service,new-service,NS,Create a new service scaffold within a domain and register it with Lens,new-service,<serviceId> --domain <domainId> [--dry-run],anytime,bmad-lens-new-domain:new-domain,,false,,service scaffold and governance updates
Lens,bmad-lens-profile,profile,PF,View and edit onboarding profile,view,[--edit],anytime,,,false,.lens/personal,profile.yaml
Lens,bmad-lens-constitution,Constitution,CN,"Resolve and display constitutional governance",,,anytime,,,,,
Lens,bmad-lens-module-management,Module Management,MM,"Check module version and clarify legacy branch migration status",,,anytime,,,,,
Lens,bmad-lens-complete,Complete Feature,CL,"Formally complete a feature — retrospective archive and close",,,anytime,,,,,
Lens,bmad-lens-document-project,BMad Document Project,DC,"Run BMAD document-project with Lens feature docs scope and governance mirroring",,,anytime,,,,feature.yaml.docs.path,"project-overview.md index.md"
Lens,bmad-lens-upgrade,Lens Upgrade,UG,"Migrate control repo schema to current version or route legacy branches to lens-migrate",,,anytime,,,,,
Lens,bmad-lens-preplan,PrePlan,PP,"Run PrePlan phase — brainstorm research product brief",,,phase-1,,,false,docs/lens-work/initiatives,"product-brief research brainstorm"
Lens,bmad-lens-businessplan,BusinessPlan,BP,"Run BusinessPlan phase — PRD creation UX design",,,phase-2,PP,,false,docs/lens-work/initiatives,"prd ux-design"
Lens,bmad-lens-techplan,TechPlan,TP,"Run TechPlan phase — architecture document technical decisions",,,phase-3,BP,,false,docs/lens-work/initiatives,architecture
Lens,bmad-lens-devproposal,DevProposal,DP,"Run DevProposal phase — epics stories readiness check",,,phase-4,TP,,false,docs/lens-work/initiatives,"epics stories"
Lens,bmad-lens-sprintplan,SprintPlan,SP,"Run SprintPlan phase — sprint planning story files",,,phase-5,DP,,false,docs/lens-work/initiatives,"sprint-status story-files"
Lens,bmad-lens-dev,Dev,DV,"Launch Dev phase — epic-level implementation loop",,,delegation,,,,docs/lens-work/initiatives,
Lens,bmad-lens-expressplan,ExpressPlan,EP,"All planning artifacts in one session — no branches no PRs (express track only)",,,phase-express,,,false,docs/lens-work/initiatives,"product-brief prd architecture epics stories sprint-status review-report"
